City,Lat,Lng
Salisbury|North Carolina|United States,35.69,-80.48
Bern|Bern|Switzerland,46.95,7.43
Aston Township|Pennsylvania|United States,39.88,-75.44
Changning District|@|China,31.2,121.4
Cedar Rapids|Iowa|United States,41.99,-91.66
Columbia|South Carolina|United States,34.0,-81.03
Ebetsu|@|Japan,43.08,141.54
Gyeongju-si|@|South Korea,36.01,129.28
Xining|Qinghai|China,36.62,101.78
Bern Township|Pennsylvania|United States,40.36,-75.97
Tucumcari City Limit|New Mexico|United States,35.17,-103.74
Cheyenne|Wyoming|United States,41.14,-104.82
Kumasi|Ashanti Region|Ghana,6.7,-1.63
Ridgefield|New Jersey|United States,40.82,-74.03
Webster|Texas|United States,29.55,-95.13
Uppsala|@|Sweden,59.85,17.63
Bandar Seri Begawan|@|Brunei,4.89,114.93
Saint Charles|Missouri|United States,38.79,-90.5
Matsumoto|@|Japan,36.18,137.94
Wichita Falls|Texas|United States,33.87,-98.52
Randburg|Gauteng|South Africa,-26.05,28.01
Changwon-si|@|South Korea,35.13,128.66
Coffs Harbour|New South Wales|Australia,-30.32,153.12
Nuuk|@|Greenland,64.18,-51.75
Benin City|Edo|Nigeria,6.33,5.6
Madina|Greater Accra Region|Ghana,5.66,-0.12
Raebareli|Uttar Pradesh|India,26.25,81.24
Rajamahendravaram|Andhra Pradesh|India,17.02,81.78
Sunrise|Florida|United States,26.1,-80.26
Beverly|Massachusetts|United States,42.56,-70.89
Valdivia|Los Ríos Region|Chile,-39.81,-73.25
Toba|@|Japan,34.48,136.82
Madison|Alabama|United States,34.67,-86.75
Macon|Georgia|United States,32.87,-83.71
Colombes|Ile-de-France|France,48.92,2.25
Heraklion Municipal Unit|Region of Crete|Greece,35.31,25.08
Wilkes-Barre|Pennsylvania|United States,41.24,-75.89
Douala V|Littoral|Cameroon,4.06,9.73
Sheffield|England|United Kingdom,53.38,-1.5
Koshigaya|@|Japan,35.93,139.76
Vijayawada|Andhra Pradesh|India,16.5,80.64
Palanpur|Gujarat|India,24.17,72.43
City of Saratoga Springs|New York|United States,43.08,-73.78
Tonbridge and Malling|England|United Kingdom,51.19,0.26
Topeka|Kansas|United States,39.01,-95.7
Guildford|England|United Kingdom,51.24,-0.61
Panyu District|Guangdong Province|China,23.04,113.4
Dubai|Dubai|United Arab Emirates,25.25,55.31
Boca Raton|Florida|United States,26.36,-80.1
Magway Township|Magway|Myanmar,20.17,95.0
Boston|England|United Kingdom,52.99,-0.01
Novi Sad City|Vojvodina|Serbia,45.25,19.84
Batumi|Autonomous Republic of Adjara|Georgia,41.65,41.62
Catanzaro|Calabria|Italy,38.87,16.57
Barcelona|Catalonia|Spain,41.39,2.17
Zhanjiang City|Guangdong Province|China,21.27,110.35
Zielona Góra|Lubusz Voivodeship|Poland,51.94,15.51
Ibaraki|@|Japan,34.82,135.53
Sapporo|@|Japan,43.13,141.25
Epsom and Ewell|England|United Kingdom,51.34,-0.24
Bannu|Khyber Pakhtunkhwa|Pakistan,32.99,70.6
Louisville|Colorado|United States,39.96,-105.16
Nagoya|@|Japan,35.21,137.0
Rangpur|Rangpur Division|Bangladesh,25.72,89.26
South Oxfordshire|England|United Kingdom,51.72,-1.13
Youngstown|Ohio|United States,41.11,-80.65
Yamaguchi|@|Japan,34.19,131.5
Inglewood|California|United States,33.95,-118.35
Serrekunda|Kanifing Municipal Council|The Gambia,13.46,-16.69
Ife|Osun|Nigeria,7.52,4.52
Phường Đông Xuyên|An Giang Province|Vietnam,10.37,105.43
Petrozavodsk|Republic of Karelia|Russia,61.79,34.35
Tiranë|Central Albania|Albania,41.32,19.83
Vallejo|California|United States,38.09,-122.26
Sandy Springs|Georgia|United States,33.91,-84.35
Laguna Beach|California|United States,33.56,-117.77
Walla Walla|Washington|United States,46.06,-118.33
Trento|Trentino-Alto Adige/Südtirol|Italy,46.07,11.15
Tsukuba|@|Japan,36.11,140.11
Sohar|Al Batinah North Governorate|Oman,24.3,56.78
Karaman|@|Turkey,37.18,33.26
Qingshanhu District|Jiangxi|China,28.74,115.85
Cookeville|Tennessee|United States,36.18,-85.51
Puebla|Puebla|Mexico,19.05,-98.22
Besançon|Bourgogne-Franche-Comté|France,47.24,6.02
Omsk|Omsk Oblast|Russia,55.02,73.31
Changchun City|Jilin|China,43.83,125.31
Hosur|Tamil Nadu|India,12.72,77.87
Jodhpur|Rajasthan|India,26.26,73.0
Springfield|Illinois|United States,39.74,-89.62
Asahikawa|@|Japan,43.73,142.39
Hongqiao District|Tianjin|China,39.18,117.13
Charlottetown|Prince Edward Island|Canada,46.26,-63.14
Whitewater|Wisconsin|United States,42.83,-88.72
Juba City|Central Equatoria|South Sudan,4.84,31.59
Saddar|Punjab|Pakistan,33.6,73.05
Haldwani|Uttarakhand|India,29.21,79.53
Mobile|Alabama|United States,30.64,-88.07
South Somerset|England|United Kingdom,50.95,-2.63
Anniston|Alabama|United States,33.63,-85.79
Saint Paul|Minnesota|United States,44.96,-93.1
Wenatchee|Washington|United States,47.43,-120.34
Borough of Charnwood|England|United Kingdom,52.77,-1.22
Fujisawa|@|Japan,35.35,139.48
Mbale|Mbale|Uganda,1.08,34.18
Santee|California|United States,32.84,-116.98
Richmond Hill|Ontario|Canada,43.87,-79.45
Durg|Chhattisgarh|India,21.19,81.32
Pleasant Hill|California|United States,37.97,-122.07
Deptford Township|New Jersey|United States,39.78,-75.12
Berlin|Vermont|United States,44.22,-72.56
Manjilabad RD|@|Iran,35.47,51.0
Torrington|Connecticut|United States,41.79,-73.13
Logan City|Queensland|Australia,-27.67,153.15
Hermosillo|Sonora|Mexico,29.08,-110.96
Asan-si|@|South Korea,36.77,126.93
Siena|Tuscany|Italy,43.32,11.33
Westfield|Massachusetts|United States,42.13,-72.8
Pineville|Louisiana|United States,31.33,-92.43
Mashhad|Razavi Khorasan|Iran,36.31,59.53
Burlington|North Carolina|United States,36.09,-79.44
Sibiu|@|Romania,45.79,24.15
Nantes|Pays de la Loire|France,47.28,-1.52
Marktgemeinde Rankweil|Vorarlberg|Austria,47.27,9.64
Kobe|@|Japan,34.73,135.23
La Palma|California|United States,33.85,-118.04
Fullerton|California|United States,33.88,-117.89
Fukaya|@|Japan,36.2,139.24
Kofu|@|Japan,35.66,138.6
Marseille|Provence-Alpes-Côte d'Azur|France,43.34,5.44
Morristown|New Jersey|United States,40.79,-74.48
Leiria|@|Portugal,39.74,-8.81
Keene|New Hampshire|United States,42.93,-72.28
Beirut|Beirut Governorate|Lebanon,33.89,35.5
Electoral Area A|British Columbia|Canada,49.26,-123.24
Lin'an District|Zhejiang|China,30.25,119.73
Tulkarm|@|Palestinian Territory,32.32,35.03
Pisa|Tuscany|Italy,43.72,10.4
Merida|Extremadura|Spain,38.92,-6.35
East Hertfordshire|England|United Kingdom,51.78,-0.07
Chula Vista|California|United States,32.63,-117.1
Thrissur|Kerala|India,10.55,76.26
Drammen|@|Norway,59.75,10.2
Kolonnawa|Western Province|Sri Lanka,6.92,79.87
Gießen|Hesse|Germany,50.59,8.68
Perímetro Urbano Santiago de Cali|Valle del Cauca|Colombia,3.34,-76.53
Bouaké|Vallée du Bandama|Côte d'Ivoire,7.69,-5.07
Ikorodu|Lagos|Nigeria,6.64,3.53
Omdurman|Khartoum State|Sudan,15.64,32.47
Manaus|Amazonas|Brazil,-3.12,-60.02
Bucaramanga|Santander|Colombia,7.12,-73.11
Panabo|Davao del Norte|Philippines,7.31,125.67
Port of Spain|@|Trinidad and Tobago,10.66,-61.51
Perimetro Urbano Pereira|Risaralda|Colombia,4.79,-75.69
Homs|Homs Governorate|Syria,34.71,36.71
Szczecin|West Pomeranian Voivodeship|Poland,53.42,14.54
Birzeit|@|Palestinian Territory,31.96,35.18
Al Tiwayya|Abu Dhabi Emirate|United Arab Emirates,24.24,55.68
Dhanbad|Jharkhand|India,23.81,86.44
Sunyani|Bono Region|Ghana,7.35,-2.34
Shiraz|Fars Province|Iran,29.63,52.52
Charlestown Township|Pennsylvania|United States,40.09,-75.54
Tulsa|Oklahoma|United States,36.15,-96.0
Lucena|@|Philippines,13.95,121.62
Athens|Georgia|United States,33.94,-83.37
Vaughan|Ontario|Canada,43.78,-79.53
Stavanger|@|Norway,58.89,5.72
Sydney|Nova Scotia|Canada,46.13,-60.19
Albany|Georgia|United States,31.58,-84.21
Burnie|Tasmania|Australia,-41.05,145.88
South Ribble|England|United Kingdom,53.68,-2.69
Alva|Oklahoma|United States,36.8,-98.67
Ota|@|Japan,36.29,139.4
Willmar|Minnesota|United States,45.14,-95.07
Selby|England|United Kingdom,53.78,-1.05
Dortmund|North Rhine-Westphalia|Germany,51.49,7.4
Ivanovo|Ivanovo Oblast|Russia,57.0,40.94
Cajamarca|Cajamarca|Peru,-7.17,-78.5
Siliguri|West Bengal|India,26.72,88.42
Tando Jam|Sindh|Pakistan,25.43,68.54
San Salvador|Departamento de San Salvador|El Salvador,13.7,-89.21
Galway City|@|Ireland,53.28,-9.01
Sopron|@|Hungary,47.68,16.58
Town and Country|Missouri|United States,38.64,-90.5
Rimouski|Quebec|Canada,48.45,-68.51
Erie|Pennsylvania|United States,42.13,-80.09
Pontiac|Quebec|Canada,45.46,-75.84
Springfield Township|Pennsylvania|United States,40.09,-75.23
Fergus Falls|Minnesota|United States,46.29,-96.1
Kırklareli|@|Turkey,41.73,27.22
Renton|Washington|United States,47.46,-122.22
Winters|Texas|United States,31.97,-99.9
Tartu|@|Estonia,58.37,26.72
Carlsbad|New Mexico|United States,32.44,-104.27
Bend|Oregon|United States,44.07,-121.35
Merced|California|United States,37.34,-120.47
Exeter|England|United Kingdom,50.71,-3.52
Amagasaki|@|Japan,34.75,135.41
Owerri|Imo|Nigeria,5.48,7.03
Miyazaki|@|Japan,31.93,131.42
Kurgan|Kurgan Oblast|Russia,55.44,65.33
Oulu|@|Finland,65.01,25.51
Riverside|California|United States,33.98,-117.33
Thoothukudi|Tamil Nadu|India,8.78,78.12
Morgantown|West Virginia|United States,39.62,-79.96
Qingdao City|Shandong|China,36.32,120.39
Ürümqi|Xinjiang|China,43.84,87.58
Otsu|@|Japan,34.98,135.9
As Samawah|Al-Muthanna Governorate|Iraq,31.34,45.29
Zwolle|Overijssel|Netherlands,52.5,6.08
Palampur|Himachal Pradesh|India,32.11,76.54
Plzeň|Southwest|Czechia,49.72,13.35
Bury|England|United Kingdom,53.6,-2.26
Niagara Falls|New York|United States,43.09,-79.06
Lone Tree|Colorado|United States,39.55,-104.88
Arun|England|United Kingdom,50.81,-0.54
Urbana|Illinois|United States,40.1,-88.22
Granada|Andalusia|Spain,37.19,-3.62
Kaunas|Kaunas County|Lithuania,54.92,23.92
Lublin|Lublin Voivodeship|Poland,51.24,22.54
Rohtak|Haryana|India,28.88,76.61
Raipur|Chhattisgarh|India,21.24,81.69
Espoo|@|Finland,60.19,24.81
Ardabil|Ardabil Province|Iran,38.21,48.3
Matsuyama|@|Japan,33.86,132.77
East Lake High-tech Zone|Hubei|China,30.51,114.41
Voronezh|Voronezh Oblast|Russia,51.66,39.21
Trichy Corporation Limits|Tamil Nadu|India,10.74,78.64
Borough of Spelthorne|England|United Kingdom,51.43,-0.46
Whitpain Township|Pennsylvania|United States,40.17,-75.28
Franklin Lakes|New Jersey|United States,41.02,-74.21
Hargeisa|@|Somalia,9.56,44.05
Barnaul|Altai Krai|Russia,53.35,83.78
Florianópolis|Santa Catarina|Brazil,-27.6,-48.52
Haldia|West Bengal|India,22.05,88.07
Joensuu|@|Finland,62.61,29.74
Saitama|@|Japan,35.94,139.6
Kolding|@|Denmark,55.49,9.48
Jennings|Missouri|United States,38.71,-90.26
Pocatello|Idaho|United States,42.87,-112.43
Gorakhpur|Uttar Pradesh|India,26.81,83.4
Helena|Montana|United States,46.59,-112.01
Lebanon|Illinois|United States,38.61,-89.82
Richland|Washington|United States,46.33,-119.26
Plano|Texas|United States,33.05,-96.85
Linz|Upper Austria|Austria,48.34,14.32
Almaty|@|Kazakhstan,43.18,76.97
Ojwina|Lira District|Uganda,2.25,32.9
Aarhus|@|Denmark,56.14,10.19
Barreiras|Bahia|Brazil,-12.15,-45.02
Newtown Township|Pennsylvania|United States,40.24,-74.97
Mahbubnagar|Telangana|India,16.73,77.99
Marquette|Michigan|United States,46.56,-87.41
Mymensingh|Mymensingh Division|Bangladesh,24.72,90.43
Yuquan|Inner Mongolia|China,40.81,111.69
Cottbus - Chóśebuz|Brandenburg|Germany,51.77,14.33
Suzhou Industrial Park|Jiangsu|China,31.27,120.74
Hachioji|@|Japan,35.62,139.38
Cherepovets|Vologda Oblast|Russia,59.12,37.93
دهستان فرح آبادجنوبی|Mazandaran Province|Iran,36.73,53.09
South Bend|Indiana|United States,41.68,-86.25
Kotka|@|Finland,60.47,26.95
Ise|@|Japan,34.56,136.68
Dushanbe|Dushanbe|Tajikistan,38.56,68.8
Pomona|California|United States,34.06,-117.75
Eugene|Oregon|United States,44.05,-123.08
Mexicali|Baja California|Mexico,32.66,-115.41
St. Thomas Mount Cantonment|Tamil Nadu|India,12.99,80.18
Kyzyl|Tuva Republic|Russia,51.72,94.45
Howrah|West Bengal|India,22.59,88.33
Baoji City|Shaanxi|China,34.35,107.16
Newport|Rhode Island|United States,41.5,-71.31
Derby|England|United Kingdom,52.91,-1.47
Tallinn|@|Estonia,59.46,24.84
Madibeng Local Municipality|North West|South Africa,-25.8,27.91
Lubbock|Texas|United States,33.59,-101.89
Tokai|@|Japan,35.03,136.9
Ede|Gelderland|Netherlands,52.03,5.63
Malda|West Bengal|India,25.0,88.14
Xinyang|Henan|China,32.16,114.12
Port Louis|Black River|Mauritius,-20.18,57.47
Kanazawa|@|Japan,36.52,136.7
Mandya|Karnataka|India,12.52,76.88
Hiroshima|@|Japan,34.38,132.46
Medellín|Antioquia|Colombia,6.25,-75.58
Sakado|@|Japan,35.95,139.41
City of Geneva|New York|United States,42.86,-76.99
Clovis|New Mexico|United States,34.4,-103.17
Mwanza|Mwanza|Tanzania,-2.53,32.91
East Grand Forks|Minnesota|United States,47.95,-97.02
Patiala|Punjab|India,30.36,76.45
Florence|Alabama|United States,34.81,-87.68
Siem Reap|Siem Reap|Cambodia,13.36,103.86
Port-Harcourt|Rivers|Nigeria,4.79,6.98
Khulna|Khulna Division|Bangladesh,22.8,89.53
Gosford|New South Wales|Australia,-33.42,151.34
Adur|England|United Kingdom,50.84,-0.29
Latur|Maharashtra|India,18.43,76.58
Makassar|South Sulawesi|Indonesia,-5.13,119.49
Bari|Apulia|Italy,41.12,16.87
Noida|Uttar Pradesh|India,28.61,77.36
Taishan District|Shandong|China,36.19,117.12
Scranton|Pennsylvania|United States,41.41,-75.66
Kochi|Kerala|India,9.94,76.26
Philadelphia|Mississippi|United States,32.77,-89.12
Ningbo|Zhejiang|China,29.82,121.57
Jalandhar|Punjab|India,31.33,75.58
دهستان زرین|Yazd Province|Iran,32.56,54.3
Norfolk|Nebraska|United States,42.05,-97.39
Chemnitz|Saxony|Germany,50.81,12.93
Toyohashi|@|Japan,34.7,137.41
Meizhou|Guangdong Province|China,24.33,116.13
El Paso|Texas|United States,31.77,-106.5
Dschang|West|Cameroon,5.45,10.07
Kalyan-Dombivli|Maharashtra|India,19.25,73.15
Salamanca|Castile and León|Spain,40.96,-5.67
Jaén|Andalusia|Spain,37.79,-3.77
玉龙街道办|Inner Mongolia|China,42.26,118.89
Huairou|Beijing|China,40.35,116.65
Burlington|Vermont|United States,44.45,-73.22
Eau Claire|Wisconsin|United States,44.86,-91.47
Najaf|Al-Najaf Governorate|Iraq,32.03,44.33
Suva|Central|Fiji,-18.13,178.43
Belmont|North Carolina|United States,35.26,-81.04
Plymouth Township|Pennsylvania|United States,40.1,-75.29
Cumilla|Chattogram Division|Bangladesh,23.45,91.2
Quetta|Balochistan|Pakistan,30.17,66.99
Ijebu Ode|Ogun|Nigeria,6.82,3.92
Vidalia|Georgia|United States,32.2,-82.37
Nicosia|@|Cyprus,35.23,33.32
Awka|Anambra|Nigeria,6.24,7.12
Binjiang District|Zhejiang|China,30.17,120.15
Reims|Grand Est|France,49.25,4.04
Monrovia|Montserrado County|Liberia,6.3,-10.79
Khartoum|Khartoum State|Sudan,15.53,32.57
Aden City|Aden Governorate|Yemen,12.81,45.04
Lethbridge|Alberta|Canada,49.66,-112.81
Kajang Municipal Council|Selangor|Malaysia,2.99,101.79
Jamnagar|Gujarat|India,22.48,70.06
Cuttack|Odisha|India,20.46,85.9
Niigata|@|Japan,37.88,138.96
College Station|Texas|United States,30.62,-96.33
Adjamé|Abidjan|Côte d'Ivoire,5.39,-4.02
Malacca City|Malacca|Malaysia,2.22,102.26
Morón|Buenos Aires|Argentina,-34.65,-58.62
Münster|North Rhine-Westphalia|Germany,51.98,7.6
Sultanpur|Uttar Pradesh|India,26.26,82.07
Gaziantep|@|Turkey,37.04,37.31
Tampa|Florida|United States,27.95,-82.47
El Monte|California|United States,34.02,-118.03
Grenoble|Auvergne-Rhône-Alpes|France,45.19,5.72
Maringá|Paraná|Brazil,-23.41,-51.94
Thiruvananthapuram|Kerala|India,8.52,76.93
Foz do Iguaçu|Paraná|Brazil,-25.45,-54.59
São Caetano do Sul|São Paulo|Brazil,-23.62,-46.56
Madanapalle|Andhra Pradesh|India,13.56,78.5
San Jacinto|California|United States,33.81,-116.97
Kanchipuram|Tamil Nadu|India,12.86,79.73
Unorganized North Cochrane|Ontario|Canada,50.07,-85.83
Lalitpur|@|Nepal,27.67,85.32
Gothenburg|@|Sweden,57.7,11.92
Changping District|Beijing|China,40.19,116.42
Gemeinde Sankt Peter in der Au|Lower Austria|Austria,48.0,14.5
Sungai Petani|Kedah|Malaysia,5.67,100.52
Tel Aviv-Yafo|Tel Aviv District|Israel,32.1,34.82
South Norfolk|England|United Kingdom,52.62,1.22
Naga|Camarines Sur|Philippines,13.63,123.18
Durham|England|United Kingdom,54.8,-1.61
Taft|California|United States,35.15,-119.46
Gangtok|Sikkim|India,27.33,88.61
Littleton|Colorado|United States,39.61,-105.02
Cheonan-si|@|South Korea,36.84,127.18
Kursk|Kursk Oblast|Russia,51.75,36.19
Augsburg|Bavaria|Germany,48.37,10.9
Nizhny Novgorod|Nizhny Novgorod Oblast|Russia,56.33,44.03
Chiayi|Taiwan Province|Taiwan,23.48,120.44
Algiers|Algiers|Algeria,36.77,3.06
Lawrence|Kansas|United States,38.94,-95.23
Nuneaton and Bedworth|England|United Kingdom,52.55,-1.46
Ancón|Panamá|Panama,9.01,-79.59
Prince George|British Columbia|Canada,53.89,-122.81
Foster Township|Pennsylvania|United States,40.73,-76.34
Halmstad|@|Sweden,56.66,12.88
Terre Haute|Indiana|United States,39.47,-87.38
Odense|Region of Southern Denmark|Denmark,55.39,10.44
Praia|@|Cape Verde,14.91,-23.53
Arbon|Thurgau|Switzerland,47.52,9.44
Wangen-Brüttisellen|Zurich|Switzerland,47.42,8.63
Naples|Florida|United States,26.15,-81.8
Thousand Oaks|California|United States,34.19,-118.93
Salon-de-Provence|Provence-Alpes-Côte d'Azur|France,43.62,5.11
Valletta|South Eastern Region|Malta,35.9,14.51
Yakima|Washington|United States,46.59,-120.53
Las Vegas|Nevada|United States,36.17,-115.15
Edinburg|Texas|United States,26.3,-98.17
Gimhae-si|@|South Korea,35.26,128.86
Sandwell|England|United Kingdom,52.53,-1.99
Carneys Point Township|New Jersey|United States,39.7,-75.47
Tainan|@|Taiwan,23.11,120.3
Fort Dodge|Iowa|United States,42.49,-94.2
Lugano|Ticino|Switzerland,46.01,8.96
Nisshin|@|Japan,35.16,137.04
Zanjan|Zanjan Province|Iran,36.7,48.51
Bandung|West Java|Indonesia,-6.86,107.59
Spokane|Washington|United States,47.67,-117.4
Wroclaw|Lower Silesian Voivodeship|Poland,51.09,17.02
Oaxaca|Oaxaca|Mexico,17.08,-96.74
Leeuwarden|Frisia|Netherlands,53.2,5.79
Muscat|Muscat|Oman,23.62,58.59
San Martín de Porres|Lima|Peru,-12.02,-77.06
Qufu City|Shandong|China,35.6,116.97
Williamsport|Pennsylvania|United States,41.23,-77.02
Xinzheng|Henan|China,34.4,113.76
Naperville|Illinois|United States,41.8,-88.2
Sioux Falls|South Dakota|United States,43.53,-96.74
Alcalá de Henares|Community of Madrid|Spain,40.49,-3.44
Shinagawa|@|Japan,35.62,139.73
Paducah|Kentucky|United States,37.06,-88.66
Uttlesford|England|United Kingdom,52.02,0.22
Dartford|England|United Kingdom,51.43,0.2
Ranaghat|West Bengal|India,23.17,88.57
Hillsboro|Oregon|United States,45.54,-122.94
Oyama|@|Japan,36.32,139.79
Souk Ahras|Souk Ahras|Algeria,36.3,7.92
Ganja|Ganja-Dashkasan|Azerbaijan,40.7,46.35
Colchester|Vermont|United States,44.49,-73.17
Jabalpur|Madhya Pradesh|India,23.18,79.93
Jingkou District|Jiangsu|China,32.19,119.52
Patna|Bihar|India,25.6,85.2
Hinckley and Bosworth|England|United Kingdom,52.6,-1.47
Antananarivo|Analamanga|Madagascar,-18.92,47.56
Kolhapur|Maharashtra|India,16.68,74.26
Δημοτική Ενότητα Σχηματαρίου|Thessaly and Central Greece|Greece,38.33,23.59
Zunyi|Guizhou|China,27.71,106.95
Lehi|Utah|United States,40.43,-111.83
Norwich|Connecticut|United States,41.54,-72.09
Napa|California|United States,38.27,-122.28
Sunshine Coast|Queensland|Australia,-26.72,153.06
Sanandaj|Kurdistan Province|Iran,35.3,47.0
Newry|Northern Ireland|United Kingdom,54.18,-6.35
Carson City|Nevada|United States,39.19,-119.79
Grand Junction|Colorado|United States,39.08,-108.55
Tandridge District|England|United Kingdom,51.27,-0.06
Suginami|@|Japan,35.71,139.59
Kangar|Perlis|Malaysia,6.45,100.24
Newark|New Jersey|United States,40.74,-74.19
Kodaira|@|Japan,35.71,139.49
City of Rensselaer|New York|United States,42.64,-73.74
Malvern Hills District|England|United Kingdom,52.13,-2.3
Rio Grande|Rio Grande do Sul|Brazil,-32.18,-52.14
Corvallis|Oregon|United States,44.56,-123.28
Toshima|@|Japan,35.73,139.7
Jiancaoping|Shanxi|China,38.01,112.44
Long Branch|New Jersey|United States,40.3,-73.99
Warsaw|Indiana|United States,41.27,-85.84
Dera Ismail Khan|Khyber Pakhtunkhwa|Pakistan,31.82,70.92
Piracicaba|São Paulo|Brazil,-22.71,-47.64
Bayda|Jabal al Akhdar|Libya,32.76,21.71
Brahmapur|Odisha|India,19.31,84.81
Greeley|Colorado|United States,40.41,-104.76
Auckland|Auckland|New Zealand,-36.85,174.76
Glendale|Colorado|United States,39.7,-104.94
Lincoln|England|United Kingdom,53.23,-0.52
Allerdale|England|United Kingdom,54.61,-3.53
Ōtara-Papatoetoe|Auckland|New Zealand,-36.96,174.84
Khimki|Moscow Oblast|Russia,55.9,37.47
Sri Jayawardenepura Kotte|Western Province|Sri Lanka,6.89,79.88
Camden|New Jersey|United States,39.94,-75.11
Amarillo|Texas|United States,35.19,-101.92
Amersfoort|Utrecht|Netherlands,52.15,5.38
Homer|Alaska|United States,59.65,-151.55
Belgorod|Belgorod Oblast|Russia,50.58,36.6
Paterson|New Jersey|United States,40.92,-74.17
Eldoret|Uasin Gishu County|Kenya,0.51,35.27
Alexandria|Alexandria|Egypt,31.21,29.91
Uyo|Akwa Ibom|Nigeria,5.04,7.98
Tabriz|East Azerbaijan Province|Iran,38.07,46.29
Ta'izz|Ta'izz Governorate|Yemen,13.57,44.02
Medicine Hat|Alberta|Canada,50.02,-110.68
Kakamega|Kakamega County|Kenya,0.29,34.76
Songjiang|@|China,31.05,121.22
Downtown Kansas City|Missouri|United States,39.1,-94.58
Kirklees|England|United Kingdom,53.64,-1.78
Offenbach am Main|Hesse|Germany,50.1,8.75
Jaipur|Rajasthan|India,26.91,75.82
Taxila|Punjab|Pakistan,33.77,72.83
Jaipur Municipal Corporation|Rajasthan|India,26.82,75.82
Darwin|@|Australia,-12.41,130.88
Gütersloh|North Rhine-Westphalia|Germany,51.91,8.42
Myrtle Beach|South Carolina|United States,33.68,-78.91
Deventer|Overijssel|Netherlands,52.27,6.15
Woonsocket|Rhode Island|United States,42.0,-71.5
Trois-Rivières|Quebec|Canada,46.36,-72.57
Gilroy|California|United States,36.97,-121.57
Joplin|Missouri|United States,37.1,-94.46
Berea|Kentucky|United States,37.57,-84.29
Foggia|Apulia|Italy,41.45,15.57
Fort Myers|Florida|United States,26.55,-81.89
Portsmouth|England|United Kingdom,50.8,-1.09
Essen|North Rhine-Westphalia|Germany,51.45,7.01
Oroville|California|United States,39.51,-121.54
Reedley|California|United States,36.61,-119.46
New Forest|England|United Kingdom,50.82,-1.57
Chapecó|Santa Catarina|Brazil,-27.09,-52.67
Rishon LeZion|Center District|Israel,31.99,34.82
Wiesbaden|Hesse|Germany,50.08,8.22
Laramie|Wyoming|United States,41.31,-105.58
Mitchell|South Dakota|United States,43.7,-98.03
Ciudad Obregón|Sonora|Mexico,27.48,-109.93
Tomakomai|@|Japan,42.6,141.47
Belagavi|Karnataka|India,15.87,74.51
Gorgan|Golestan Province|Iran,36.84,54.44
Ubon Ratchathani|Ubon Ratchathani Province|Thailand,15.26,104.85
Kyrenia|@|Cyprus,35.33,33.28
Iwaki|@|Japan,37.02,140.92
Vladivostok|Primorsky Krai|Russia,43.13,131.91
Gunsan-si|@|South Korea,35.95,126.68
Hat Yai|Songkhla Province|Thailand,7.02,100.47
Kassel|Hesse|Germany,51.32,9.51
Wanghua|Liaoning|China,41.86,123.79
Phường Thạc Gián|Da Nang|Vietnam,16.06,108.21
Bristol|Virginia|United States,36.6,-82.18
Arica|Arica and Parinacota Region|Chile,-18.47,-70.31
Dartmouth|Nova Scotia|Canada,44.66,-63.54
Gongju-si|@|South Korea,36.47,127.14
Preston|England|United Kingdom,53.86,-2.64
Steinbach|Manitoba|Canada,49.53,-96.68
Pensacola|Florida|United States,30.55,-87.22
Kuwait City|Al Asimah|Kuwait,29.33,47.99
Ferney-Voltaire|Auvergne-Rhône-Alpes|France,46.26,6.11
Boulder|Colorado|United States,39.94,-105.25
Coquitlam|British Columbia|Canada,49.25,-122.81
Upper Dublin Township|Pennsylvania|United States,40.17,-75.19
Ely|Minnesota|United States,47.91,-91.84
Oberrot|Baden-Württemberg|Germany,49.0,9.67
Faridabad|Haryana|India,28.4,77.25
Bulawayo|Bulawayo Province|Zimbabwe,-20.13,28.57
Bahawalpur|Punjab|Pakistan,29.39,71.68
Jinzhou|Liaoning|China,39.05,121.77
Cotswold District|England|United Kingdom,51.71,-1.99
Laredo|Texas|United States,27.51,-99.52
Kazan|Tatarstan|Russia,55.78,49.12
Meerut|Uttar Pradesh|India,29.0,77.7
Pueblo Libre|Lima|Peru,-12.07,-77.08
Brunswick|Lower Saxony|Germany,52.27,10.53
Gandhinagar|Gujarat|India,23.19,72.63
Kirkuk|Kirkuk Governorate|Iraq,35.47,44.39
Santa Cruz de la Sierra|Santa Cruz|Bolivia,-17.7,-63.15
Taigu|Shanxi|China,37.42,112.58
Ostrava|Moravia-Silesia|Czechia,49.83,18.16
Tlokwe Local Municipality|North West|South Africa,-26.71,27.1
Ajman|Ajman Emirate|United Arab Emirates,25.42,55.5
Bahri|Khartoum State|Sudan,15.64,32.53
Clarksville|Tennessee|United States,36.53,-87.35
Easton|Pennsylvania|United States,40.7,-75.21
Cairns|Queensland|Australia,-16.91,145.77
Harare|Harare|Zimbabwe,-17.79,31.05
Meise|Flemish Brabant|Belgium,50.93,4.33
Tigard|Oregon|United States,45.43,-122.75
Al Mutaw'ah|Abu Dhabi Emirate|United Arab Emirates,24.21,55.76
Bremen|Free Hanseatic City of Bremen|Germany,53.11,8.85
Newport Beach|California|United States,33.65,-117.87
Duluth|Minnesota|United States,46.82,-92.11
Tottori|@|Japan,35.51,134.24
Ponce|Puerto Rico|United States,18.0,-66.62
Staunton|Virginia|United States,38.15,-79.07
